  1.0000E+00  0.0000E+00 -9.0212E-02  0.0000E+00
  1.0000E+00  2.5000E-01  2.2892E+00  2.5691E+00
  1.0000E+00  5.7000E-01  4.2279E+00  4.6287E+00
  1.0000E+00  1.1200E+00  5.4979E+00  6.3074E+00
  1.0000E+00  2.0200E+00  7.9173E+00  6.8719E+00
  1.0000E+00  3.8200E+00  5.3943E+00  6.1422E+00
  1.0000E+00  5.1000E+00  4.3926E+00  5.4793E+00
  1.0000E+00  7.0300E+00  5.0335E+00  4.5902E+00
  1.0000E+00  9.0500E+00  3.3301E+00  3.8114E+00
  1.0000E+00  1.2120E+01  3.3686E+00  2.8730E+00
  1.0000E+00  2.4370E+01  6.0324E-01  9.3011E-01
  2.0000E+00  0.0000E+00  2.0597E-01  0.0000E+00
  2.0000E+00  2.7000E-01  2.3492E+00  3.1259E+00
  2.0000E+00  5.2000E-01  4.4722E+00  5.1687E+00
  2.0000E+00  1.0000E+00  5.7317E+00  7.5603E+00
  2.0000E+00  1.9200E+00  8.6685E+00  9.1770E+00
  2.0000E+00  3.5000E+00  9.6393E+00  8.9901E+00
  2.0000E+00  5.0200E+00  7.9179E+00  8.1473E+00
  2.0000E+00  7.0300E+00  6.7075E+00  7.0363E+00
  2.0000E+00  9.0000E+00  5.4641E+00  6.0802E+00
  2.0000E+00  1.2000E+01  5.0094E+00  4.8659E+00
  2.0000E+00  2.4300E+01  2.0761E+00  1.9518E+00
  3.0000E+00  0.0000E+00 -2.7113E-01  0.0000E+00
  3.0000E+00  2.7000E-01  3.7040E+00  3.8864E+00
  3.0000E+00  5.8000E-01  5.2631E+00  6.3871E+00
  3.0000E+00  1.0200E+00  6.8929E+00  8.0007E+00
  3.0000E+00  2.0200E+00  9.0689E+00  8.5338E+00
  3.0000E+00  3.6200E+00  7.3956E+00  7.6409E+00
  3.0000E+00  5.0800E+00  6.3596E+00  6.7541E+00
  3.0000E+00  7.0700E+00  5.1549E+00  5.6978E+00
  3.0000E+00  9.0000E+00  4.5859E+00  4.8309E+00
  3.0000E+00  1.2150E+01  4.3748E+00  3.6900E+00
  3.0000E+00  2.4170E+01  1.3950E+00  1.3201E+00
  4.0000E+00  0.0000E+00  3.2604E-01  0.0000E+00
  4.0000E+00  3.5000E-01  2.2401E+00  1.7043E+00
  4.0000E+00  6.0000E-01  2.2498E+00  2.6707E+00
  4.0000E+00  1.0700E+00  4.4099E+00  4.0397E+00
  4.0000E+00  2.1300E+00  6.3518E+00  5.6561E+00
  4.0000E+00  3.5000E+00  4.6799E+00  6.1266E+00
  4.0000E+00  5.0200E+00  5.3565E+00  5.7903E+00
  4.0000E+00  7.0200E+00  4.8297E+00  4.9703E+00
  4.0000E+00  9.0200E+00  4.5722E+00  4.1385E+00
  4.0000E+00  1.1980E+01  3.2824E+00  3.1060E+00
  4.0000E+00  2.4650E+01  7.1306E-01  8.8771E-01
  5.0000E+00  0.0000E+00 -4.5842E-01  0.0000E+00
  5.0000E+00  3.0000E-01  8.6378E+00  8.2791E+00
  5.0000E+00  5.2000E-01  8.2880E+00  1.0642E+01
  5.0000E+00  1.0000E+00  1.0400E+01  1.2056E+01
  5.0000E+00  2.0200E+00  1.1890E+01  1.1525E+01
  5.0000E+00  3.5000E+00  1.1104E+01  1.0232E+01
  5.0000E+00  5.0200E+00  8.7080E+00  9.0424E+00
  5.0000E+00  7.0200E+00  7.3221E+00  7.6852E+00
  5.0000E+00  9.1000E+00  6.5354E+00  6.4893E+00
  5.0000E+00  1.2000E+01  4.4092E+00  5.1261E+00
  5.0000E+00  2.4350E+01  1.7054E+00  1.8778E+00
  6.0000E+00  0.0000E+00  4.1366E-01  0.0000E+00
  6.0000E+00  2.7000E-01  3.9020E+00  3.4534E+00
  6.0000E+00  5.8000E-01  5.7406E+00  5.8909E+00
  6.0000E+00  1.1500E+00  7.8531E+00  7.9931E+00
  6.0000E+00  2.0300E+00  8.1628E+00  8.6876E+00
  6.0000E+00  3.5700E+00  7.2029E+00  8.1144E+00
  6.0000E+00  5.0000E+00  9.5649E+00  7.3414E+00
  6.0000E+00  7.0000E+00  6.4906E+00  6.3483E+00
  6.0000E+00  9.2200E+00  4.9213E+00  5.3994E+00
  6.0000E+00  1.2100E+01  3.9767E+00  4.3764E+00
  6.0000E+00  2.3850E+01  1.6225E+00  1.8575E+00
  7.0000E+00  0.0000E+00  2.5797E-01  0.0000E+00
  7.0000E+00  2.5000E-01  2.3004E+00  2.3222E+00
  7.0000E+00  5.0000E-01  3.4860E+00  4.2337E+00
  7.0000E+00  1.0200E+00  7.0397E+00  7.1729E+00
  7.0000E+00  2.0200E+00  9.3132E+00  1.0194E+01
  7.0000E+00  3.4800E+00  1.3480E+01  1.1443E+01
  7.0000E+00  5.0000E+00  1.1576E+01  1.1192E+01
  7.0000E+00  6.9800E+00  9.3420E+00  1.0199E+01
  7.0000E+00  9.0000E+00  8.5986E+00  9.0749E+00
  7.0000E+00  1.2050E+01  7.8850E+00  7.5331E+00
  7.0000E+00  2.4220E+01  3.2841E+00  3.5474E+00
  8.0000E+00  0.0000E+00  2.5266E-01  0.0000E+00
  8.0000E+00  2.5000E-01  2.1156E+00  2.7838E+00
  8.0000E+00  5.2000E-01  5.3750E+00  4.8854E+00
  8.0000E+00  9.8000E-01  7.6535E+00  7.0264E+00
  8.0000E+00  2.0200E+00  7.9743E+00  8.5413E+00
  8.0000E+00  3.5300E+00  9.0470E+00  8.1906E+00
  8.0000E+00  5.0500E+00  8.0522E+00  7.3375E+00
  8.0000E+00  7.1500E+00  6.6451E+00  6.2073E+00
  8.0000E+00  9.0700E+00  5.4444E+00  5.3169E+00
  8.0000E+00  1.2100E+01  3.8254E+00  4.1631E+00
  8.0000E+00  2.4120E+01  1.2641E+00  1.5774E+00
  9.0000E+00  0.0000E+00 -1.2305E-01  0.0000E+00
  9.0000E+00  3.0000E-01  1.4837E+00  8.3067E-01
  9.0000E+00  6.3000E-01  1.4201E+00  1.6031E+00
  9.0000E+00  1.0500E+00  2.5872E+00  2.4035E+00
  9.0000E+00  2.0200E+00  3.6204E+00  3.6457E+00
  9.0000E+00  3.5300E+00  5.5196E+00  4.4833E+00
  9.0000E+00  5.0200E+00  5.6943E+00  4.6042E+00
  9.0000E+00  7.1700E+00  4.7141E+00  4.2538E+00
